__v|VCodMunicipio|VEstado|VCo_Unidade|url|Data Expedição|Órgão Expedidor|Número Alvará|Dependência|Natureza da Organização|Gestão|Esfera Administrativa|Sub Tipo Estabelecimento|Tipo Estabelecimento|UF|Município|CEP|Bairro|Complemento|Telefone|Número|Logradouro|Personalidade|CPF|Nome Empresarial|CNPJ|CNES|Nome
120070|12|1200707763638|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200707763638&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||UNIDADE DE VIGILANCIA EM SAUDE|AC|XAPURI - IBGE - 120070|69930000|CENTRO||6835422665|266|RUA MAJOR SALINAS|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||7763638|ADMINISTRACAO DE SETOR DE ENDEMIAS
120070|12|1200707025963|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200707025963&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|ESTADUAL|ESTADUAL||UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA|AC|XAPURI - IBGE - 120070|69930000|CENTRO|||238|RUA 06 DE AGOSTO|JURÍDICA|--|SECRETARIA DE ESTADO DE SAUDE||7025963|AMBULANCIA SAMU DE XAPURI
120070|12|1200707241224|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200707241224&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|ESTADUAL|ESTADUAL||UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA|AC|XAPURI - IBGE - 120070|69930000|CENTRO|||238|RUA 06 DE AGOSTO|JURÍDICA|--|SECRETARIA DE ESTADO DE SAUDE||7241224|AMBULANCIA USB XAPURI 18
120070|12|1200703857956|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200703857956&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL|OUTROS|CLINICA/CENTRO DE ESPECIALIDADE|AC|XAPURI - IBGE - 120070|69930000|CENTRO|||710|RUA CORONEL BRANDAO|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||3857956|CENTRO DE FISIOTERAPIA
120070|12|1200702000407|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200702000407&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AC|XAPURI - IBGE - 120070|69930000|CENTRO|||393|RUA CORONEL BRANDAO|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||2000407|CENTRO DE SAUDE DR FELIX BESTENE NETO
120070|12|1200707652844|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200707652844&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||FARMACIA|AC|XAPURI - IBGE - 120070|69930000|CENTRO||6835422308|534|RUA CORONEL BRANDAO|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||7652844|FARMACIA CENTRAL DE XAPURI
120070|12|1200702000393|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200702000393&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|DUPLA|ESTADUAL||HOSPITAL GERAL|AC|XAPURI - IBGE - 120070|69930000|CENTRO||(68)3542 2031/3006|238|RUA O6 DE AGOSTO|JURÍDICA|--|SECRETARIA DE ESTADO DE SAUDE|04034526003320|2000393|HOSPITAL EPAMINONDAS JACOME
120070|12|1200707639805|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200707639805&VEstado=12&VCodMunicipio=120070||||INDIVIDUAL|EMPRESA PRIVADA|ESTADUAL|PRIVADA||UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)|AC|XAPURI - IBGE - 120070|69930000|CENTRO||68 35423486|306|RUA RODOVALDO NOGUEIRA|JURÍDICA|--|M M A DOS SANTOS|03290606000105|7639805|LABORATORIO DE ANALISES CLINICAS MANOEL ALVES
120070|12|1200702001233|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200702001233&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL||CENTRO DE SAUDE/UNIDADE BASICA|AC|XAPURI - IBGE - 120070|69930000|BRAGA SOBRINHO|||S/N|RUA PLACIDO DE CASTRO|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||2001233|POSTO DE SAUDE MAURO JOSE LIMA DE SOUZA
120070|12|1200706613438|http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200706613438&VEstado=12&VCodMunicipio=120070||||MANTIDA|ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS)|MUNICIPAL|MUNICIPAL|MUNICIPAL/SEDE|SECRETARIA DE SAUDE|AC|XAPURI - IBGE - 120070|69930000|CENTRO||68 35422665|260|RUA 24 DE JANEIRO|JURÍDICA|--|PREFEITURA MUNICIPAL DE XAPURI||6613438|SECRETARIA MUNICIPAL DE SAUDE DE XAPURI
